name,id,amount,price,category,main_product_name,main_product_id,shipping_from,ratings,vendor
Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,4 g,$55,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,10f,8 g,$100,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,10g,12 g,$140,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,10h,20 g,$230,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,pdw,28 g,$230,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,10i,40 g,$445,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,10j,80 g,$865,concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,10k,120 g,"$1,200",concentrates,Galaxy Nugs AKA Moon Rocks! 4gr Jar,10e,United States,390,ValleyHeat
,knw,5 gram+,$17 / g,concentrates,10g A+ GRADE CRUMBLE,ko0,United States,70,Justaman
10g A+ GRADE CRUMBLE,ko0,10 gram+,$16 / g,concentrates,10g A+ GRADE CRUMBLE,ko0,United States,70,Justaman
,ko4,25 gram+,$15 / g,concentrates,10g A+ GRADE CRUMBLE,ko0,United States,70,Justaman
,ko8,50 gram+,$14.50 / g,concentrates,10g A+ GRADE CRUMBLE,ko0,United States,70,Justaman
,mqb,112 gram+,$14 / g,concentrates,10g A+ GRADE CRUMBLE,ko0,United States,70,Justaman
14G PINEAPPLE EXPRESS (NUG RUN),jd4,1 piece,$200,concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
8G PINEAPPLE EXPRESS (NUG RUN),jd0,1 piece,$120,concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
4G PINEAPPLE EXPRESS (NUG RUN),jcw,1 piece,$80,concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
ESCROW 28G PINEAPPLE EXPRESS (NUG RUN),jd8,1 piece,$385,concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
112G PINEAPPLE EXPRESS ( ESCROW ),r8n,4 ounces,"$1,425",concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
112G PINEAPPLE EXPRESS ( DIRECT PAY ),r8j,4 ounces,"$1,365",concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,,$350,concentrates,DIRECT PAY 28G PINEAPPLE EXPRESS (NUG RUN),jdc,United States,91,drgreenthumb4201
THC DIAMONDS A++++,dfd,3 gram+,$41 / g,concentrates,THC DIAMONDS A++++,dfd,United States,151,ExoticsClub
,l8l,6 gram+,$39 / g,concentrates,THC DIAMONDS A++++,dfd,United States,151,ExoticsClub
,l8p,9 gram+,$37 / g,concentrates,THC DIAMONDS A++++,dfd,United States,151,ExoticsClub
,gs1,14 gram+,$35 / g,concentrates,THC DIAMONDS A++++,dfd,United States,151,ExoticsClub
,dfh,28 gram+,$32 / g,concentrates,THC DIAMONDS A++++,dfd,United States,151,ExoticsClub
,jag,5 gram+,$17 / g,concentrates,10g White Crumble Cat3,jak,United States,84,Justaman
10g White Crumble Cat3,jak,10 gram+,$16 / g,concentrates,10g White Crumble Cat3,jak,United States,84,Justaman
,jao,25 gram+,$15 / g,concentrates,10g White Crumble Cat3,jak,United States,84,Justaman
,jas,50 gram+,$14.50 / g,concentrates,10g White Crumble Cat3,jak,United States,84,Justaman
,jcr,100 gram+,$14 / g,concentrates,10g White Crumble Cat3,jak,United States,84,Justaman
Live Resin Diamonds in Terp Sauce,mc8,1 gram,$55,concentrates,Live Resin Diamonds in Terp Sauce,mc8,United States,34,BuddhaBazaar
,mcb,5 grams,$260,concentrates,Live Resin Diamonds in Terp Sauce,mc8,United States,34,BuddhaBazaar
,mcf,10 grams,$500,concentrates,Live Resin Diamonds in Terp Sauce,mc8,United States,34,BuddhaBazaar
,ghk,28 grams,"$1,300",concentrates,Live Resin Diamonds in Terp Sauce,mc8,United States,34,BuddhaBazaar
1G Diamonds 99% THC-A (Live Resin Extract),cr4,1 g,$35,concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
,ctr,5 g,$150,concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
,ctv,10 g,$290,concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
,ctz,25 g,$700,concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
,cu3,50 g,"$1,300",concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
,fdn,100 g,"$2,500",concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
,fdr,200 g,"$4,500",concentrates,1G Diamonds 99% THC-A (Live Resin Extract),cr4,United States,193,WeedNation
"0.25 Gram of Bubble Hash ""Durban Poison""",21d,0.25 gram,$6.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
"Half Gram of Bubble Hash ""Durban Poison""",21c,0.5 gram,$12.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
"1 Gram of Bubble Hash ""Durban Poison""",1wm,1 gram,$24.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
2 Grams of Bubble Hash 'Durban Poison',2yl,2 grams,$48.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
3.5 Grams of Bubble Hash,2yn,3.5 grams,$83.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
"3.5 Grams of Blonde Dry Sift Hash ""Key Lime Pie"" (DIRECT PAY)",8u8,3.5 grams,$69.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
7 Grams of Bubble Hash 'Durban Poison',2yp,7 grams,$149.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
14 Grams of Bubble Hash 'Durban Posion',2yr,14 grams,$249.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
28 Grams of Bubble Hash 'Durban Poison',2yt,1 ounce,$439.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
28 Grams of Blonde Dry Sift Hash (DIRECT PAY),51o,1 ounce,$399.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
56 Grams of Bubble Hash 'Durban Poison',2yv,2 ounces,$799.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
112 Grams of Bubble Hash 'Durban Poison',2yw,4 ounces,"$1,599.99",concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
224 Grams of Bubble Hash 'Durban Poison',2yy,8 ounces,"$2,799.99",concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,,$19.99,concentrates,"1 Gram of Bubble Hash ""Durban Poison"" (DIRECT PAY)",41s,United States,166,DankServices
ESCROW 28G SLURRICANE (NUG RUN),jds,1 piece,$385,concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
14G SLURRICANE (NUG RUN),jdo,1 piece,$200,concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
8G SLURRICANE (NUG RUN),jdk,1 piece,$120,concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
4G SLURRICANE (NUG RUN),jdg,1 piece,$80,concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
112g SLURRICANE ( ESCROW ),r8z,4 ounces,"$1,425",concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
112G SLURRICANE ( DIRECT PAY ),r8r,4 ounces,"$1,365",concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,,$350,concentrates,DIRECT PAY 28G SLURRICANE (NUG RUN),jdw,United States,67,drgreenthumb4201
,fif,3.5 g,$199,concentrates,Live Resin Diamonds 7 gram jar - FIRE!!,3hq,United States,101,ValleyHeat
Live Resin Diamonds 7 gram jar - FIRE!!,3hq,7 g,$280,concentrates,Live Resin Diamonds 7 gram jar - FIRE!!,3hq,United States,101,ValleyHeat
,3gj,1 oz,$999,concentrates,Live Resin Diamonds 7 gram jar - FIRE!!,3hq,United States,101,ValleyHeat
,ohw,4 oz,"$3,800",concentrates,Live Resin Diamonds 7 gram jar - FIRE!!,3hq,United States,101,ValleyHeat
,oi0,8 oz,"$7,500",concentrates,Live Resin Diamonds 7 gram jar - FIRE!!,3hq,United States,101,ValleyHeat
,oi4,16 oz,"$14,000",concentrates,Live Resin Diamonds 7 gram jar - FIRE!!,3hq,United States,101,ValleyHeat
Dark budget Wax - 100g,20q,,$350,concentrates,Dark budget Wax - 100g,20q,United States,35,bestcoastbud
1x 1g Sugar Sauce,g7p,1 piece,$26,concentrates,1x 1g Sugar Sauce,g7p,United States,84,StrainPirate
,g7t,5 pieces,$120,concentrates,1x 1g Sugar Sauce,g7p,United States,84,StrainPirate
,g7x,10 pieces,$235,concentrates,1x 1g Sugar Sauce,g7p,United States,84,StrainPirate
,g81,25 pieces,$525,concentrates,1x 1g Sugar Sauce,g7p,United States,84,StrainPirate
*CONCENTRATE SAMPLER PACK* 6G Mixed Concentrates (2G Shatter/2G Clear/2G White Crumble) (6G for $85),kl5,,$84.99,concentrates,*CONCENTRATE SAMPLER PACK* 6G Mixed Concentrates (2G Shatter/2G Clear/2G White Crumble) (6G for $85),kl5,United States,38,iamlegend1
TIP JAR / CUSTOM LISTING,byh,,$1,concentrates,TIP JAR / CUSTOM LISTING,byh,United States,46,Terpzz
4G GG #4 BADDER,n17,4 grams,$75,concentrates,8G GG #4 BADDER,n1b,United States,17,drgreenthumb4201
14G GG #4 BADDER,n1f,14 grams,$190,concentrates,8G GG #4 BADDER,n1b,United States,17,drgreenthumb4201
DIRECT PAY 28G GG #4 BADDER,n1n,28 grams,$325,concentrates,8G GG #4 BADDER,n1b,United States,17,drgreenthumb4201
ESCROW 28G GG #4 BADDER,n1j,28 grams,$360,concentrates,8G GG #4 BADDER,n1b,United States,17,drgreenthumb4201
8G GG #4 BADDER,n1b,,$110,concentrates,8G GG #4 BADDER,n1b,United States,17,drgreenthumb4201
QP Mix and Match,270,4 ounces,"$1,500",concentrates,QP Mix and Match,270,United States,60,TSE
,272,8 ounces,"$2,500",concentrates,QP Mix and Match,270,United States,60,TSE
,g5t,7 grams,$35,concentrates,1oz Premium Hybrid Kief,g61,United States,121,StrainPirate
,g5x,14 grams,$63,concentrates,1oz Premium Hybrid Kief,g61,United States,121,StrainPirate
1oz Premium Hybrid Kief,g61,1 ounce,$103,concentrates,1oz Premium Hybrid Kief,g61,United States,121,StrainPirate
,g65,0.25 pound,$363,concentrates,1oz Premium Hybrid Kief,g61,United States,121,StrainPirate
3.5g Moon rocks,ddp,1 piece,$55,concentrates,7g Super Skunk #5 Moon Rocks,c09,United States,48,triceraterps
7g Super Skunk #5 Moon Rocks,c09,,$105,concentrates,7g Super Skunk #5 Moon Rocks,c09,United States,48,triceraterps
"Half Gram of Green Dry Ice Kief ""Silver Haze""",21a,0.5 gram,$8.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"1 Gram of Green Dry Ice Kief ""Silver Haze""",1wo,1 gram,$11.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"2 Grams of Green Dry Ice Kief ""Silver Haze""",21b,2 grams,$23.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"3.5 Grams of Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",8u4,3.5 grams,$34.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"3.5 Grams of Green Dry Ice Keif ""Silver Haze""",6zu,3.5 grams,$39.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"7 Grams of Green Dry Ice Keif ""Silver Haze""",6zr,7 grams,$76.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"14 Grams of Green Dry Ice Keif ""Silver Haze""",6zx,14 grams,$139.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,,$10.99,concentrates,"1 Gram of Green Dry Ice Kief ""Silver Haze"" (DIRECT PAY)",41o,United States,114,DankServices
,ku5,7 g,$119.99,concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
,ku1,14 g,$179.99,concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
*A Grade* 1 OZ Headband Crumble (83% THC),k5t,1 oz,$289.99,concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
,lil,4 oz,$999.99,concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
,lit,8 oz,"$1,849.99",concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
,qep,448 g,"$3,499.99",concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
,nzx,4 lbs,"$13,999.99",concentrates,*A Grade* 1 OZ Headband Crumble (83% THC),k5t,United States,33,iamlegend1
1g Cake Frost Crumble,g7d,1 gram,$31,concentrates,1g Cake Frost Crumble,g7d,United States,31,StrainPirate
,g7h,3 grams,$88,concentrates,1g Cake Frost Crumble,g7d,United States,31,StrainPirate
1 OZ BUDGET BUDDER,8az,1 ounce,$250,concentrates,1 OZ BUDGET BUDDER,8az,United States,96,DirtyDarkFace
,hwk,4 ounces,$900,concentrates,1 OZ BUDGET BUDDER,8az,United States,96,DirtyDarkFace
,27u,1 piece,$20,concentrates,House Crumble 0.5 grams x 5,27y,United States,20,ValleyHeat
,27w,2 pieces,$38,concentrates,House Crumble 0.5 grams x 5,27y,United States,20,ValleyHeat
House Crumble 0.5 grams x 5,27y,5 piece+,$14 / pcs,concentrates,House Crumble 0.5 grams x 5,27y,United States,20,ValleyHeat
,280,10 pieces,$160,concentrates,House Crumble 0.5 grams x 5,27y,United States,20,ValleyHeat
,282,20 pieces,$300,concentrates,House Crumble 0.5 grams x 5,27y,United States,20,ValleyHeat
1g Girl Scout Cookies Crumble,g6t,1 gram,$24,concentrates,1g Girl Scout Cookies Crumble,g6t,United States,38,StrainPirate
,g6x,3 grams,$83,concentrates,1g Girl Scout Cookies Crumble,g6t,United States,38,StrainPirate
,g71,7 grams,$162,concentrates,1g Girl Scout Cookies Crumble,g6t,United States,38,StrainPirate
,g75,14 grams,$309,concentrates,1g Girl Scout Cookies Crumble,g6t,United States,38,StrainPirate
,g79,1 ounce,$613,concentrates,1g Girl Scout Cookies Crumble,g6t,United States,38,StrainPirate
1x Rick Simpson Oil (RSO) 3g Syringe,g8h,1 piece,$63,concentrates,1x Rick Simpson Oil (RSO) 3g Syringe,g8h,United States,22,StrainPirate
,g8l,5 pieces,$290,concentrates,1x Rick Simpson Oil (RSO) 3g Syringe,g8h,United States,22,StrainPirate
1g Diamond Concentrate,g7l,,$51,concentrates,1g Diamond Concentrate,g7l,United States,13,StrainPirate
"***(1g) Ice Cream Cake, Crumble Wax/BHO***",f9k,1 gram,$25,concentrates,"***(1g) Ice Cream Cake, Crumble Wax/BHO***",f9k,United States,18,TerpTrain
,fd4,2 grams,$50,concentrates,"***(1g) Ice Cream Cake, Crumble Wax/BHO***",f9k,United States,18,TerpTrain
,fd8,5 grams,$120,concentrates,"***(1g) Ice Cream Cake, Crumble Wax/BHO***",f9k,United States,18,TerpTrain
,fdc,10 grams,$230,concentrates,"***(1g) Ice Cream Cake, Crumble Wax/BHO***",f9k,United States,18,TerpTrain
1 Gram 99% THC-A Diamonds (min 5 grams),h2b,,$35 / g,concentrates,1 Gram 99% THC-A Diamonds (min 5 grams),h2b,United States,10,DirtyDarkFace
Barewoods Bare Rocks! 4 grams of moon rocks!,fx1,,$80,concentrates,Barewoods Bare Rocks! 4 grams of moon rocks!,fx1,United States,9,ValleyHeat
Dry Sift Rosin 0.5g,p4z,0.5 gram,$60,concentrates,Dry Sift Rosin 0.5g,p4z,United States,6,ValleyHeat
,p53,1 gram,$100,concentrates,Dry Sift Rosin 0.5g,p4z,United States,6,ValleyHeat
Tip Jar,h6o,,$1,concentrates,Tip Jar,h6o,United States,6,ObsidianLabs
Crumble (8oz),qjc,8 ounces,"$1,799",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (16oz),qjg,16 ounces,"$3,499",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (20oz),qjk,20 ounces,"$4,249",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (24oz),qjo,24 ounces,"$4,999",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (32oz),qjs,32 ounces,"$6,649",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (40oz),qjv,40 ounces,"$8,249",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (48oz),qjz,48 ounces,"$9,799",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (64oz),qk3,64 ounces,"$12,799",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (80oz),qk7,80 ounces,"$14,999",concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Crumble (4oz),qj8,,$949,concentrates,Crumble (4oz),qj8,United States,5,Vendy_McVendface
Next Level Moonrocks,plf,1 gram,$30,concentrates,Next Level Moonrocks,plf,United States,5,BuddhaBazaar
,plj,5 grams,$140,concentrates,Next Level Moonrocks,plf,United States,5,BuddhaBazaar
1 Gram of Propane Live Resin (PHO) 'Gushers',70j,1 gram,$59.99,concentrates,1 Gram of Propane Live Resin (PHO) 'Gushers' (DIRECT PAY),70m,United States,5,DankServices
1 Gram of Propane Live Resin (PHO) 'Gushers' (DIRECT PAY),70m,,$54.99,concentrates,1 Gram of Propane Live Resin (PHO) 'Gushers' (DIRECT PAY),70m,United States,5,DankServices
1 OZ UBER TIER DIAMONDS,n55,,$800,concentrates,1 OZ UBER TIER DIAMONDS,n55,United States,4,Terpzz
1x THC Bath Bomb,got,,$25,concentrates,1x THC Bath Bomb,got,United States,4,StrainPirate
THCa Live Resin Diamonds in Terp Sauce (Wedding Flowers) Jar ! Gram,qn3,,$50,concentrates,THCa Live Resin Diamonds in Terp Sauce (Wedding Flowers) Jar ! Gram,qn3,United States,3,Bloomin_Buds
1 LB Nug Run Skywalker OG Shatter,lvc,,"$4,500",concentrates,1 LB Nug Run Skywalker OG Shatter,lvc,United States,3,TSE
1x CBD Salve,gop,,$50,concentrates,1x CBD Salve,gop,United States,3,StrainPirate
0.25 Gram of THCA Isolate Diamonds,f50,0.25 gram,$24.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
0.25g Gram of THCA Isolate Diamonds (DIRECT PAY),gzv,0.25 gram,$22.49,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
Half gram of THCA Isolate Diamonds,f4w,0.5 gram,$49.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
Half gram THCA Isolate Diamonds (DIRECT PAY),gzr,0.5 gram,$44.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
1 Gram of THCA Isolate Diamonds (DIRECT PAY),gzn,1 gram,$89.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
2 Grams of THCA Isolate Diamonds,h03,2 grams,$199.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
2 Grams of THCA Isolate Diamonds (DIRECT PAY),gzz,2 grams,$179.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
THCA Isolate Diamonds,f4s,,$99.99,concentrates,THCA Isolate Diamonds,f4s,United States,3,DankServices
1 Gram of THCA Isolate Gummy-Diamonds (DIRECT PAY),kgz,1 gram,$49.99,concentrates,1 Gram of THCA Isolate Gummy-Diamonds,kgv,United States,2,DankServices
1 Gram of THCA Isolate Gummy-Diamonds,kgv,,$54.99,concentrates,1 Gram of THCA Isolate Gummy-Diamonds,kgv,United States,2,DankServices
Dispensary Grade Live Rosin,m1b,1 gram,$99.99,concentrates,1 Gram of Dispensary Grade Live Rosin (DIRECT PAY),m20,United States,1,DankServices
1 Gram of Dispensary Grade Live Rosin (DIRECT PAY),m20,,$89.99,concentrates,1 Gram of Dispensary Grade Live Rosin (DIRECT PAY),m20,United States,1,DankServices
Dispensary Grade Nug Run Shatter,m0s,1 gram,$59.99,concentrates,1 Gram Dispensary Nug Run Shatter (DIRECT PAY),m1g,United States,1,DankServices
1 Gram Dispensary Nug Run Shatter (DIRECT PAY),m1g,,$49.99,concentrates,1 Gram Dispensary Nug Run Shatter (DIRECT PAY),m1g,United States,1,DankServices
1 Gram of High End Dispensary Grade Live Resin Badder (DIRECT PAY),m1o,1 gram,$79.99,concentrates,High End Dispensary Grade Live Resin Badder,m10,United States,1,DankServices
High End Dispensary Grade Live Resin Badder,m10,,$89.99,concentrates,High End Dispensary Grade Live Resin Badder,m10,United States,1,DankServices
1x Gaia Botanics CBD Massage Oil,gpd,,$25,concentrates,1x Gaia Botanics CBD Massage Oil,gpd,United States,New,StrainPirate
Custom Order(s),7yn,,$1,concentrates,Custom Order(s),7yn,United States,1,KIND
CBD Isolate 100% Pure,2qd,5 gram+,$25 / g,concentrates,CBD Isolate 100% Pure,2qd,United States,3,ValleyHeat
,2qf,10 gram+,$24 / g,concentrates,CBD Isolate 100% Pure,2qd,United States,3,ValleyHeat
,2qh,20 gram+,$23 / g,concentrates,CBD Isolate 100% Pure,2qd,United States,3,ValleyHeat
,2qj,50 gram+,$22 / g,concentrates,CBD Isolate 100% Pure,2qd,United States,3,ValleyHeat
,2ql,100 gram+,$20 / g,concentrates,CBD Isolate 100% Pure,2qd,United States,3,ValleyHeat
THC Beauty Bag,gp5,,$45,concentrates,THC Beauty Bag,gp5,United States,5,StrainPirate
1x The Cookie Factory THC Pain Relief Ultrabalm,mns,,$35,concentrates,1x The Cookie Factory THC Pain Relief Ultrabalm,mns,United States,1,StrainPirate
Budget Moonrocks (4oz),rz3,4 ounces,$650,concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (8oz),rz7,8 ounces,"$1,200",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (20oz),rzf,20 ounces,"$2,475",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (24oz),rzj,24 ounces,"$2,899",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (32oz),rzn,32 ounces,"$3,849",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (40oz),rzr,40 ounces,"$4,699",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (48oz),rzv,48 ounces,"$5,599",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (64oz),rzz,64 ounces,"$7,299",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (80oz),s03,80 ounces,"$8,899",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
Budget Moonrocks (16oz),rzb,,"$1,999",concentrates,Budget Moonrocks (16oz),rzb,United States,New,Vendy_McVendface
,rir,10 g,$380,concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
,riv,20 g,$740,concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
Diamonds (30 Grams),riz,30 g,"$1,080",concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
,rj3,40 g,"$1,400",concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
,rj7,50 g,"$1,700",concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
,rjb,100 g,"$3,000",concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
,rjf,200 g,"$5,200",concentrates,Diamonds (30 Grams),riz,United States,New,Vendy_McVendface
112G SLURRICANE ( ESCROW ),r8v,,"$1,425",concentrates,112G SLURRICANE ( ESCROW ),r8v,United States,New,drgreenthumb4201
1 Gram of High End Dispensary Grade Live Resin Diamonds in Sauce (DIRECT PAY),m1w,1 gram,$119.99,concentrates,High End Dispensary Diamonds in Sauce,m18,United States,New,DankServices
High End Dispensary Diamonds in Sauce,m18,,$129.99,concentrates,High End Dispensary Diamonds in Sauce,m18,United States,New,DankServices
1 Gram of Highest End Dispensary Grade Live Resin Badder (DIRECT PAY),m1s,1 gram,$109.99,concentrates,Highest End Dispensary Grade Live Resin Badder,m14,United States,New,DankServices
Highest End Dispensary Grade Live Resin Badder,m14,,$119.99,concentrates,Highest End Dispensary Grade Live Resin Badder,m14,United States,New,DankServices
1 Gram of Dispensary Live Resin Badder (DIRECT PAY),m1k,1 gram,$59.99,concentrates,Dispensary Grade Live Resin Badder,m0w,United States,New,DankServices
Dispensary Grade Live Resin Badder,m0w,,$69.99,concentrates,Dispensary Grade Live Resin Badder,m0w,United States,New,DankServices
1x Gaia Botanics CBD Chapstick,gp9,,$10,concentrates,1x Gaia Botanics CBD Chapstick,gp9,United States,New,StrainPirate
1x THC Body Scrub,gp1,,$25,concentrates,1x THC Body Scrub,gp1,United States,New,StrainPirate
1x THC Lip Balm,gox,,$25,concentrates,1x THC Lip Balm,gox,United States,New,StrainPirate
SHATTER,l1e,1 ounce,$260,shatter,SHATTER,l1e,United States,372,ExoticsClub
,jvh,2 ounces,$485,shatter,SHATTER,l1e,United States,372,ExoticsClub
,jvl,4 ounces,$925,shatter,SHATTER,l1e,United States,372,ExoticsClub
,jvp,8 ounces,"$1,750",shatter,SHATTER,l1e,United States,372,ExoticsClub
,jvt,1 pound,"$3,400",shatter,SHATTER,l1e,United States,372,ExoticsClub
,qb5,7 grams,$109.99,shatter,*LEGEND GRADE* 1 OZ Shatter NUG RUN (SFV OG/GirlScout/ICC),qax,United States,18,iamlegend1
