name,id,amount,price,category,main_product_name,main_product_id,shipping_from,ratings,vendor
,2wa,10 grams,$105,flowers,4g Black Russian Medical Grade Indica,2w6,United States,13,green_usa
448g Lemon Sour Diesel,rjx,1 piece,"$1,610",flowers,14g Lemon Sour Diesel Hybrid + 1 preroll,rjh,United States,7,triceraterps
226g Lemon Sour Diesel + 1 preroll,rjt,1 kilogram,$820,flowers,14g Lemon Sour Diesel Hybrid + 1 preroll,rjh,United States,7,triceraterps
112g Lemon Sour Diesel + 1 preroll,rjp,1 kilogram,$420,flowers,14g Lemon Sour Diesel Hybrid + 1 preroll,rjh,United States,7,triceraterps
28g Lemon Sour Diesel + 1 preroll,rjl,1 kilogram,$110,flowers,14g Lemon Sour Diesel Hybrid + 1 preroll,rjh,United States,7,triceraterps
14g Lemon Sour Diesel Hybrid + 1 preroll,rjh,,$60,flowers,14g Lemon Sour Diesel Hybrid + 1 preroll,rjh,United States,7,triceraterps
Orange Skittles Indoor (8oz),n8v,,"$1,199",flowers,Orange Skittles Indoor (8oz),n8v,United States,7,Vendy_McVendface
,rrw,3.5 g,$65,flowers,7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,United States,7,ForcesOfNature
7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,7 g,$120,flowers,7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,United States,7,ForcesOfNature
,rrs,14 g,$210,flowers,7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,United States,7,ForcesOfNature
,rrk,1 oz,$390,flowers,7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,United States,7,ForcesOfNature
,rrg,2 oz,$700,flowers,7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,United States,7,ForcesOfNature
,rqn,4 oz,"$1,300",flowers,7g of Zookies (Animal Cookes + Gorilla Glue #4),k7c,United States,7,ForcesOfNature
Custom Requested Listing,8as,,$124,flowers,Custom Requested Listing,8as,United States,9,green_usa
Exotic Cannabis Indoor 1 ounce (28 Grams),ra1,1 ounce,$285,flowers,Exotic Cannabis Indoor 1 ounce (28 Grams),ra1,United States,6,Topshelfcannabis
,ra5,2 ounces,$560,flowers,Exotic Cannabis Indoor 1 ounce (28 Grams),ra1,United States,6,Topshelfcannabis
,rwk,4 ounces,"$1,000",flowers,Exotic Cannabis Indoor 1 ounce (28 Grams),ra1,United States,6,Topshelfcannabis
,ra9,8 ounces,"$1,800",flowers,Exotic Cannabis Indoor 1 ounce (28 Grams),ra1,United States,6,Topshelfcannabis
,rad,16 ounces,"$3,200",flowers,Exotic Cannabis Indoor 1 ounce (28 Grams),ra1,United States,6,Topshelfcannabis
4g Critical Kush Medical Grade Indica,mkv,,$42,flowers,4g Critical Kush Medical Grade Indica,mkv,United States,6,green_usa
TIP JAR,lb8,1 gram,$10,flowers,TIP JAR,lb0,United States,6,NaturesLab
TIP JAR,lb4,1 gram,$5,flowers,TIP JAR,lb0,United States,6,NaturesLab
TIP JAR,lb0,,$1,flowers,TIP JAR,lb0,United States,6,NaturesLab
Custom Requested Listing,5xl,,$138,flowers,Custom Requested Listing,5xl,United States,7,green_usa
,rm7,14 grams,$115,flowers,1oz Sunset Sherbert - Category 3 Light Dep,rm3,United States,5,ForcesOfNature
1oz Sunset Sherbert - Category 3 Light Dep,rm3,1 ounce,$210,flowers,1oz Sunset Sherbert - Category 3 Light Dep,rm3,United States,5,ForcesOfNature
,rlz,2 ounces,$400,flowers,1oz Sunset Sherbert - Category 3 Light Dep,rm3,United States,5,ForcesOfNature
,rlv,4 ounces,$740,flowers,1oz Sunset Sherbert - Category 3 Light Dep,rm3,United States,5,ForcesOfNature
NEW BUD! 1oz/28g Granddaddy Purple (GDP) INDOOR WEED,rib,1 ounce,$149,flowers,NEW BUD! 1oz/28g Granddaddy Purple (GDP) INDOOR WEED,rib,United States,5,WA2018
,rif,QP/113g,$585,flowers,NEW BUD! 1oz/28g Granddaddy Purple (GDP) INDOOR WEED,rib,United States,5,WA2018
,rij,HP/225g,"$1,145",flowers,NEW BUD! 1oz/28g Granddaddy Purple (GDP) INDOOR WEED,rib,United States,5,WA2018
,rin,1 LB/454g,"$2,240",flowers,NEW BUD! 1oz/28g Granddaddy Purple (GDP) INDOOR WEED,rib,United States,5,WA2018
Tip Jar / Custom Listing,rah,,$1,flowers,Tip Jar / Custom Listing,rah,United States,5,Topshelfcannabis
,r6i,2 oz,$200,flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
WHITE OG - QP,r6e,4 oz,$350,flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
,r6a,8 oz,$600,flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
,r5u,1 lbs,"$1,150",flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
,r5y,2 lbs+,"$1,100 / lbs",flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
,r62,3 lbs+,"$1,050 / lbs",flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
,r66,5 lbs+,"$1,000 / lbs",flowers,WHITE OG - QP,r6e,United States,5,ExoticsClub
1/4oz Gelato - Medical Grade Light Dep,qdj,14 grams,$65,flowers,1oz Gelato - Medical Grade Light Dep,qdv,United States,5,CannaRush
1/2oz Gelato - Medical Grade Light Dep,qdf,14 grams,$120,flowers,1oz Gelato - Medical Grade Light Dep,qdv,United States,5,CannaRush
1oz Gelato - Medical Grade Light Dep,qdb,1 ounce,$200,flowers,1oz Gelato - Medical Grade Light Dep,qdv,United States,5,CannaRush
1oz Gelato - Medical Grade Light Dep,qdv,,$200,flowers,1oz Gelato - Medical Grade Light Dep,qdv,United States,5,CannaRush
,2we,4 grams,$42,flowers,10g Bubba Kush Medical Grade Indica,2wi,United States,6,green_usa
,2wg,7 grams,$69,flowers,10g Bubba Kush Medical Grade Indica,2wi,United States,6,green_usa
10g Bubba Kush Medical Grade Indica,2wi,10 grams,$105,flowers,10g Bubba Kush Medical Grade Indica,2wi,United States,6,green_usa
Tip Jar,2pz,,$1,flowers,Tip Jar,2pz,United States,11,CannaRush
,rs4,4 grams,$70,flowers,SkyWalker OG X Alien OG - 14 Grams Top Shelf Indoor,ron,United States,4,Bloomin_Buds
,roj,7 grams,$100,flowers,SkyWalker OG X Alien OG - 14 Grams Top Shelf Indoor,ron,United States,4,Bloomin_Buds
SkyWalker OG X Alien OG - 14 Grams Top Shelf Indoor,ron,14 grams,$180,flowers,SkyWalker OG X Alien OG - 14 Grams Top Shelf Indoor,ron,United States,4,Bloomin_Buds
,rov,1 ounce,$340,flowers,SkyWalker OG X Alien OG - 14 Grams Top Shelf Indoor,ron,United States,4,Bloomin_Buds
,ror,4 ounces,"$1,220",flowers,SkyWalker OG X Alien OG - 14 Grams Top Shelf Indoor,ron,United States,4,Bloomin_Buds
NEW Fresh! 1oz/28g platinum kush INDOOR WEED,rhj,1 ounce,$149,flowers,NEW Fresh! 1oz/28g platinum kush INDOOR WEED,rhj,United States,4,WA2018
,rhn,QP/113g,$585,flowers,NEW Fresh! 1oz/28g platinum kush INDOOR WEED,rhj,United States,4,WA2018
,rhr,HP/225g,"$1,145",flowers,NEW Fresh! 1oz/28g platinum kush INDOOR WEED,rhj,United States,4,WA2018
,rhv,1 LB/454g,"$2,240",flowers,NEW Fresh! 1oz/28g platinum kush INDOOR WEED,rhj,United States,4,WA2018
Peanut Butter Jelly - 1/8 oz,qt7,3.5 grams,$55,flowers,Peanut Butter Jelly - 1/8 oz,qt7,United States,4,outerviscera
,qtb,0.5 ounce,$190,flowers,Peanut Butter Jelly - 1/8 oz,qt7,United States,4,outerviscera
,qtf,1 ounce,$340,flowers,Peanut Butter Jelly - 1/8 oz,qt7,United States,4,outerviscera
28g Sherbert limited Sale,pz1,,$141,flowers,28g Sherbert limited Sale,pz1,United States,4,triceraterps
Wedding Crashers QP (INDOOR GAS),ppg,,$825,flowers,Wedding Crashers QP (INDOOR GAS),ppg,United States,4,budsanddrugs
,nqf,7 g,$70,flowers,227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,United States,4,TreesNTreats
,nqj,14 g,$120,flowers,227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,United States,4,TreesNTreats
,nqn,28 g,$200,flowers,227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,United States,4,TreesNTreats
,nqr,56 g,$389,flowers,227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,United States,4,TreesNTreats
,nqv,4 oz,$760,flowers,227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,United States,4,TreesNTreats
227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,8 oz,"$1,480",flowers,227g 8 Ounces Half Pound HP Bubba Kush Pretty Good Indoor Flower,nqz,United States,4,TreesNTreats
Custom Requested Listing,l0n,,$138,flowers,Custom Requested Listing,l0n,United States,4,green_usa
Custom Requested Listing,jy0,,$138,flowers,Custom Requested Listing,jy0,United States,4,green_usa
Mimosa AAA++ Pound,apz,,"$2,600",flowers,Mimosa AAA++ Pound,apz,United States,4,CatsNamedPablo
NEW IN STOCK! 1oz/28g Bubba Kush INDOOR WEED,rhw,1 ounce,$149,flowers,NEW IN STOCK! 1oz/28g Bubba Kush INDOOR WEED,rhw,United States,3,WA2018
,ri0,QP/113g,$585,flowers,NEW IN STOCK! 1oz/28g Bubba Kush INDOOR WEED,rhw,United States,3,WA2018
,ri4,HP/225g,"$1,145",flowers,NEW IN STOCK! 1oz/28g Bubba Kush INDOOR WEED,rhw,United States,3,WA2018
,ri8,1 LB/454g,"$2,240",flowers,NEW IN STOCK! 1oz/28g Bubba Kush INDOOR WEED,rhw,United States,3,WA2018
,res,1 ounce,$170,flowers,MORE FIRE LIGHT DEPS- 1 lb,rfc,United States,3,grownlocally
,rew,2 ounces,$330,flowers,MORE FIRE LIGHT DEPS- 1 lb,rfc,United States,3,grownlocally
,rf0,4 ounces,$610,flowers,MORE FIRE LIGHT DEPS- 1 lb,rfc,United States,3,grownlocally
,rf8,8 ounces,"$1,130",flowers,MORE FIRE LIGHT DEPS- 1 lb,rfc,United States,3,grownlocally
MORE FIRE LIGHT DEPS- 1 lb,rfc,1 pound,"$2,180",flowers,MORE FIRE LIGHT DEPS- 1 lb,rfc,United States,3,grownlocally
,r5a,1 ounce,$200,flowers,GAS CAKE - QP,r56,United States,3,ExoticsClub
GAS CAKE - QP,r56,4 ounces,$750,flowers,GAS CAKE - QP,r56,United States,3,ExoticsClub
,r52,8 ounces,"$1,400",flowers,GAS CAKE - QP,r56,United States,3,ExoticsClub
,r4y,1 pound,"$2,700",flowers,GAS CAKE - QP,r56,United States,3,ExoticsClub
Trapper Pack Vendy's Choice A Grade (32oz),oow,32 ounces,"$2,487",flowers,Trapper Pack Vendy's Choice A Grade (32oz),oow,United States,3,Vendy_McVendface
,opg,48 ounces,"$3,624",flowers,Trapper Pack Vendy's Choice A Grade (32oz),oow,United States,3,Vendy_McVendface
,opo,64 ounces,"$4,637",flowers,Trapper Pack Vendy's Choice A Grade (32oz),oow,United States,3,Vendy_McVendface
,ops,80 ounces,"$5,612",flowers,Trapper Pack Vendy's Choice A Grade (32oz),oow,United States,3,Vendy_McVendface
TIP JAR or CUSTOM ORDER,mqo,,$1,flowers,TIP JAR or CUSTOM ORDER,mqo,United States,3,Justaman
Custom Listing,jxw,,$138,flowers,Custom Listing,jxw,United States,3,green_usa
Tahoe OG Light Dep,jqb,7 grams,$65,flowers,Tahoe OG Light Dep,jqb,United States,3,BuddhaBazaar
,jqj,28 grams,$200,flowers,Tahoe OG Light Dep,jqb,United States,3,BuddhaBazaar
,jqf,112 grams,$650,flowers,Tahoe OG Light Dep,jqb,United States,3,BuddhaBazaar
Platinum Bubba Kush- 1 oz,reb,1 ounce,$150,flowers,Platinum Bubba Kush- 1 oz,reb,United States,2,grownlocally
,ref,2 ounces,$295,flowers,Platinum Bubba Kush- 1 oz,reb,United States,2,grownlocally
,rej,4 ounces,$545,flowers,Platinum Bubba Kush- 1 oz,reb,United States,2,grownlocally
,ren,8 ounces,"$1,050",flowers,Platinum Bubba Kush- 1 oz,reb,United States,2,grownlocally
,rer,1 pound,"$2,050",flowers,Platinum Bubba Kush- 1 oz,reb,United States,2,grownlocally
G13 Light Dep,rdo,28 grams,$190,flowers,G13 Light Dep,rdo,United States,2,BuddhaBazaar
,rdw,112 grams,$650,flowers,G13 Light Dep,rdo,United States,2,BuddhaBazaar
,re0,448 grams,"$2,100",flowers,G13 Light Dep,rdo,United States,2,BuddhaBazaar
,r4u,1 ounce,$200,flowers,LARRY BIRD - QP,r4q,United States,2,ExoticsClub
LARRY BIRD - QP,r4q,4 ounces,$750,flowers,LARRY BIRD - QP,r4q,United States,2,ExoticsClub
,r4m,8 ounces,"$1,400",flowers,LARRY BIRD - QP,r4q,United States,2,ExoticsClub
,r4i,1 pound,"$2,700",flowers,LARRY BIRD - QP,r4q,United States,2,ExoticsClub
,pco,3.5 grams,$26,flowers,7g D-OG Light Dep,pcs,United States,2,StrainPirate
7g D-OG Light Dep,pcs,7 grams,$49,flowers,7g D-OG Light Dep,pcs,United States,2,StrainPirate
,pcw,14 grams,$96,flowers,7g D-OG Light Dep,pcs,United States,2,StrainPirate
,pcz,1 ounce,$210,flowers,7g D-OG Light Dep,pcs,United States,2,StrainPirate
OZ EXXXOTIC DIAMONDS SUPER BALLER JAR,nmb,1 ounce,"$1,200",flowers,OZ EXXXOTIC DIAMONDS SUPER BALLER JAR,nmb,United States,2,WeedNation
,nmf,4 ounces,"$4,500",flowers,OZ EXXXOTIC DIAMONDS SUPER BALLER JAR,nmb,United States,2,WeedNation
,nmj,8 ounces,"$8,500",flowers,OZ EXXXOTIC DIAMONDS SUPER BALLER JAR,nmb,United States,2,WeedNation
,nmn,16 ounces,"$16,000",flowers,OZ EXXXOTIC DIAMONDS SUPER BALLER JAR,nmb,United States,2,WeedNation
,nmr,32 ounces,"$30,000",flowers,OZ EXXXOTIC DIAMONDS SUPER BALLER JAR,nmb,United States,2,WeedNation
,mfl,7 grams,$64.99,flowers,*A Grade Top Shelf* 1/2 OZ(14G) Birthday Cake Kush,mfh,United States,2,iamlegend1
*A Grade Top Shelf* 1/2 OZ(14G) Birthday Cake Kush,mfh,14 grams,$109.99,flowers,*A Grade Top Shelf* 1/2 OZ(14G) Birthday Cake Kush,mfh,United States,2,iamlegend1
,mfd,28 grams,$194.99,flowers,*A Grade Top Shelf* 1/2 OZ(14G) Birthday Cake Kush,mfh,United States,2,iamlegend1
Custom Requested Listing,lqz,,$210,flowers,Custom Requested Listing,lqz,United States,2,green_usa
Lavender Haze - Outdoor (8oz),ooo,8 ounces,$599,flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (20oz),j70,20 ounces,"$1,337",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (24oz),j74,24 ounces,"$1,574",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (32oz),j78,32 ounces,"$2,049",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (40oz),j7c,40 ounces,"$2,524",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (48oz),j7g,48 ounces,"$2,999",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (64oz),j7k,64 ounces,"$3,799",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (80oz),j7o,80 ounces,"$4,559",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (96oz),j7s,96 ounces,"$5,199",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
Lavender Haze - Outdoor (16oz),j3o,,"$1,099",flowers,Lavender Haze - Outdoor (16oz),j3o,United States,2,Vendy_McVendface
1x Gaia Botanics 8 Flavored Infused Prerolls,fhl,,$80,flowers,1x Gaia Botanics 8 Flavored Infused Prerolls,fhl,United States,2,StrainPirate
Custom Requested Listing,dnj,,$82,flowers,Custom Requested Listing,dnj,United States,2,green_usa
4g Critical Kush Medical Grade Indica,2wk,4 grams,$42,flowers,4g Critical Kush Medical Grade Indica,2wk,United States,4,green_usa
,2wo,7 grams,$69,flowers,4g Critical Kush Medical Grade Indica,2wk,United States,4,green_usa
,2wq,10 grams,$105,flowers,4g Critical Kush Medical Grade Indica,2wk,United States,4,green_usa
7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,7 g,$62,flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
,rp3,14 g,$115,flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
,roz,1 oz,$210,flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
,rpb,2 oz,$390,flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
,rpf,4 oz,$725,flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
,rpj,8 oz,"$1,400",flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
,rpn,1 lbs,"$2,675",flowers,7g Indoor Top Shelf OG Kush Smalls by MedMen-Partnered Farms,rp7,United States,1,TreesNTreats
112g Chemdawg Greenhouse,rku,,$460,flowers,112g Chemdawg Greenhouse,rku,United States,New,triceraterps
"Percet Indoor A+, 8 ozs, HP, (224+ Grams)",rwn,4 ounces,"$1,500",flowers,"Perfect indoor, A+, 1 Oucnce,  28 grams.",ral,United States,New,Topshelfcannabis
"Perfect indoor, A+, 4 Ounces, 112+ grams",roc,4 ounces,$800,flowers,"Perfect indoor, A+, 1 Oucnce,  28 grams.",ral,United States,New,Topshelfcannabis
"Perfect Indoor CAnnabis, A+, 1 LB, 16 ozs, (448+ Grams)",rwv,16 ounces,"$2,800",flowers,"Perfect indoor, A+, 1 Oucnce,  28 grams.",ral,United States,New,Topshelfcannabis
"Perfect indoor, A+, 1 Oucnce,  28 grams.",ral,,$245,flowers,"Perfect indoor, A+, 1 Oucnce,  28 grams.",ral,United States,New,Topshelfcannabis
JUNGLE CAKE (INDOOR),r5q,1 ounce,$200,flowers,JUNGLE CAKE (INDOOR),r5q,United States,1,ExoticsClub
,r5m,4 ounces,$750,flowers,JUNGLE CAKE (INDOOR),r5q,United States,1,ExoticsClub
,r5i,8 ounces,"$1,400",flowers,JUNGLE CAKE (INDOOR),r5q,United States,1,ExoticsClub
,r5e,1 pound,"$2,700",flowers,JUNGLE CAKE (INDOOR),r5q,United States,1,ExoticsClub
"Mochi, gelato 47 Indoor Smalls",qzg,,"$2,300",flowers,"Mochi, gelato 47 Indoor Smalls",qzg,United States,New,CatsNamedPablo
,rtr,0.25 pound,$600,flowers,1LB pineapple Express,q1f,United States,New,WeedNation
,rtn,0.5 pound,"$1,150",flowers,1LB pineapple Express,q1f,United States,New,WeedNation
1LB pineapple Express,q1f,1 pound,"$2,200",flowers,1LB pineapple Express,q1f,United States,New,WeedNation
Outdoor - Kosher Kush (8oz),prk,8 ounces,$599,flowers,Outdoor - Kosher Kush (8oz),prk,United States,1,Vendy_McVendface
,pro,16 ounces,"$1,099",flowers,Outdoor - Kosher Kush (8oz),prk,United States,1,Vendy_McVendface
Low Grade Bulk Weed - 1Lbs,pj0,,$700,flowers,Low Grade Bulk Weed - 1Lbs,pj0,United States,New,outerviscera
,oos,32 ounces,"$2,537",flowers,Trapper Pack Vendy's Choice AA Grade (80oz),opc,United States,1,Vendy_McVendface
,op4,48 ounces,"$3,699",flowers,Trapper Pack Vendy's Choice AA Grade (80oz),opc,United States,1,Vendy_McVendface
,op8,64 ounces,"$4,737",flowers,Trapper Pack Vendy's Choice AA Grade (80oz),opc,United States,1,Vendy_McVendface
Trapper Pack Vendy's Choice AA Grade (80oz),opc,80 ounces,"$5,737",flowers,Trapper Pack Vendy's Choice AA Grade (80oz),opc,United States,1,Vendy_McVendface
,oiv,7 grams,$75,flowers,28g Gorilla Glue #4 Really Good Indoor,oj3,United States,New,TreesNTreats
,oiz,14 grams,$140,flowers,28g Gorilla Glue #4 Really Good Indoor,oj3,United States,New,TreesNTreats
28g Gorilla Glue #4 Really Good Indoor,oj3,28 grams,$245,flowers,28g Gorilla Glue #4 Really Good Indoor,oj3,United States,New,TreesNTreats
,nko,7 g,$70,flowers,***(112g) Hazmat OG***,nk8,United States,1,TerpTrain
,nkk,14 g,$140,flowers,***(112g) Hazmat OG***,nk8,United States,1,TerpTrain
,nkg,28 g,$252,flowers,***(112g) Hazmat OG***,nk8,United States,1,TerpTrain
,nkc,56 g,$448,flowers,***(112g) Hazmat OG***,nk8,United States,1,TerpTrain
***(112g) Hazmat OG***,nk8,112 g,$896,flowers,***(112g) Hazmat OG***,nk8,United States,1,TerpTrain
,nk4,224 g,"$1,568",flowers,***(112g) Hazmat OG***,nk8,United States,1,TerpTrain
,h1f,28 grams,$45,flowers,QP Outdoor Trim,h1j,United States,1,CaliKindness
QP Outdoor Trim,h1j,4 ounces,$150,flowers,QP Outdoor Trim,h1j,United States,1,CaliKindness
Custom Requested Listing,gsj,,$138,flowers,Custom Requested Listing,gsj,United States,1,green_usa
Custom Requested Listing,d3r,,$117,flowers,Custom Requested Listing,d3r,United States,1,green_usa
Mimosa AAA+++,aqz,,$750,flowers,Mimosa AAA+++,aqz,United States,1,CatsNamedPablo
Custom Order,akn,,$650,flowers,Custom Order,akn,United States,1,CaliKindness
Custom Requested Listing,9z4,,$210,flowers,Custom Requested Listing,9z4,United States,1,green_usa
Tip Jar,evw,1 piece,$10,flowers,Tip Jar,dr8,United States,9,TerpTrain
Tip Jar,evs,1 piece,$5,flowers,Tip Jar,dr8,United States,9,TerpTrain
Tip Jar,dr8,,$1,flowers,Tip Jar,dr8,United States,9,TerpTrain
,m8g,7 grams,$90,flowers,Wedding Crasher Top Shelf Indoor,m8f,United States,8,BuddhaBazaar
Wedding Crasher Top Shelf Indoor,m8f,28 grams,$300,flowers,Wedding Crasher Top Shelf Indoor,m8f,United States,8,BuddhaBazaar
,2ak,28 grams,$231,flowers,(56g) Obama Kush,2am,United States,6,TerpTrain
(56g) Obama Kush,2am,56 grams,$406,flowers,(56g) Obama Kush,2am,United States,6,TerpTrain
,2ao,112 grams,$812,flowers,(56g) Obama Kush,2am,United States,6,TerpTrain
***(7g) Kosher Kush***,nlg,7 g,$70,flowers,***(7g) Kosher Kush***,nlg,United States,4,TerpTrain
,nlc,14 g,$140,flowers,***(7g) Kosher Kush***,nlg,United States,4,TerpTrain
,nl8,28 g,$252,flowers,***(7g) Kosher Kush***,nlg,United States,4,TerpTrain
,nl4,56 g,$448,flowers,***(7g) Kosher Kush***,nlg,United States,4,TerpTrain
,nl0,112 g,$896,flowers,***(7g) Kosher Kush***,nlg,United States,4,TerpTrain
,nkw,224 g,"$1,568",flowers,***(7g) Kosher Kush***,nlg,United States,4,TerpTrain
,phq,2 ounces,$350,flowers,PLATINUM OG,phm,United States,7,ExoticsClub
PLATINUM OG,phm,4 ounces,$600,flowers,PLATINUM OG,phm,United States,7,ExoticsClub
,phi,8 ounces,"$1,150",flowers,PLATINUM OG,phm,United States,7,ExoticsClub
,phe,1 pound,"$2,200",flowers,PLATINUM OG,phm,United States,7,ExoticsClub
,pha,2 ounces,$350,flowers,MIMOSA X MOTOR BREATH,ph6,United States,7,ExoticsClub
MIMOSA X MOTOR BREATH,ph6,4 ounces,$600,flowers,MIMOSA X MOTOR BREATH,ph6,United States,7,ExoticsClub
,ph2,8 ounces,"$1,150",flowers,MIMOSA X MOTOR BREATH,ph6,United States,7,ExoticsClub
,pgy,1 pound,"$2,200",flowers,MIMOSA X MOTOR BREATH,ph6,United States,7,ExoticsClub
Half & Half Vendy's Choice A Grade (16oz),oo0,16 oz,"$1,599",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
,nwn,24 oz,"$2,349",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
,nwr,32 oz,"$3,074",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
,nwv,40 oz,"$3,672",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
,nwz,48 oz,"$4,449",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
,nx3,64 oz,"$5,724",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
,nx7,80 oz,"$7,324",flowers,Half & Half Vendy's Choice A Grade (16oz),oo0,United States,7,Vendy_McVendface
Custom Listing,8aw,,$82,flowers,Custom Listing,8aw,United States,4,green_usa
*A Grade Top Shelf* 1/4 OZ (7G) Faceoff OG,mft,7 grams,$59.99,flowers,*A Grade Top Shelf* 1/4 OZ (7G) Faceoff OG,mft,United States,5,iamlegend1
,mfp,14 grams,$104.99,flowers,*A Grade Top Shelf* 1/4 OZ (7G) Faceoff OG,mft,United States,5,iamlegend1
,mf9,28 grams,$189.99,flowers,*A Grade Top Shelf* 1/4 OZ (7G) Faceoff OG,mft,United States,5,iamlegend1
226g Critical Jack Indoor A+++,dqd,1 piece,"$1,099",flowers,14g Critical Jack INdoor A+++,dq5,United States,5,triceraterps
14g Critical Jack INdoor A+++,dq5,,$89,flowers,14g Critical Jack INdoor A+++,dq5,United States,5,triceraterps
Gorilla Glue #4 Top Shelf Indoor,63e,7 grams,$80,flowers,Gorilla Glue #4 Top Shelf Indoor,63e,United States,9,BuddhaBazaar
,63i,28 grams,$280,flowers,Gorilla Glue #4 Top Shelf Indoor,63e,United States,9,BuddhaBazaar
,63m,112 grams,"$1,000",flowers,Gorilla Glue #4 Top Shelf Indoor,63e,United States,9,BuddhaBazaar
,3hi,4 grams,$41,flowers,7g Snoop OG Medical Grade Indica,3hg,United States,1,green_usa
7g Snoop OG Medical Grade Indica,3hg,7 grams,$69,flowers,7g Snoop OG Medical Grade Indica,3hg,United States,1,green_usa
,3hk,10 grams,$105,flowers,7g Snoop OG Medical Grade Indica,3hg,United States,1,green_usa
200MG BIG SHATTER BEAR -edible-,lms,1 piece,$15,flowers,200MG BIG SHATTER BEAR -edible-,lms,United States,3,WeedNation
,lmw,10 pieces,$140,flowers,200MG BIG SHATTER BEAR -edible-,lms,United States,3,WeedNation
,ln0,25 pieces,$325,flowers,200MG BIG SHATTER BEAR -edible-,lms,United States,3,WeedNation
,ln4,50 pieces,$600,flowers,200MG BIG SHATTER BEAR -edible-,lms,United States,3,WeedNation
,ln8,100 pieces,"$1,000",flowers,200MG BIG SHATTER BEAR -edible-,lms,United States,3,WeedNation
Citrus Kush CSK/28 Grams,4ls,28 grams,$165.63,flowers,Citrus Kush CSK/28 Grams,4ls,United States,5,DarkAngus
,4lw,112 grams,$637.50,flowers,Citrus Kush CSK/28 Grams,4ls,United States,5,DarkAngus
,4m0,225 grams,"$1,225",flowers,Citrus Kush CSK/28 Grams,4ls,United States,5,DarkAngus
,4m4,450 grams,"$2,250",flowers,Citrus Kush CSK/28 Grams,4ls,United States,5,DarkAngus
226g Gmo Cookies,rlu,1 piece,"$1,010",flowers,28g GMO Cookies Limted Run!,p15,United States,8,triceraterps
